Course,Description,Section,Date Times,Instructors
PMCOL 498B - Pharmacology Research Program,During their fourth year all Honors candidates are required to carry out a program of directed research under the supervision of a staff member. This program will be related to the special interest of the student and will involve experimental work as well as two presentations and a written report on the part of the student. Students are encouraged to make arrangements with a supervisor of their choice before the fall term begins. Prerequisite: consent of Department. Normally available to fourth-year Honors students only.,LAB C1 (43448),No scheduled class times,Simonetta Sipione
"PMCOL 502 - Pharmacology Tutorial, Research, and Reading Course",This course is similar to PMCOL 401 except that the course material and student performance will be at a level suitable for graduate students.,LECTURE B1 (43449),No scheduled class times,
PMCOL 511 - Advanced Topics,No scheduled class times,LECTURE B1 (43450),No scheduled class times,
PMCOL 525 - Problem Solving in Pharmacology and Therapeutics,"Students will be presented with problem cases involving patients with conditions, possibly needing drug therapy. They will identify the issues needing resolution, work collectively to find information to resolve them, and present these and their application to each patient to the group. The group will work to resolve outstanding issues after the presentations. Intended for graduate students. Prerequisites: PMCOL 343 and 344 and consent of Instructor.",LECTURE B1 (43517),2023-01-05 - 2023-04-12 TH 14:00 - 15:20 (MS 9-32),Fatima Mraiche
PMCOL 550 - Introduction to the Pharmacology of Diabetes,"This course is intended for graduate students and will provide an overview of the current understanding of blood glucose homeostasis, insulin secretion and action, the actions of other important blood sugar-regulating hormones and the pathology of diabetes. Current pharmacological approaches for lowering blood glucose will be discussed, as will the latest experimental approaches in identifying potential drug targets and new treatments for diabetes. At the end of the course, students should have an appreciation for the mechanisms that control glucose homeostasis in health and diabetes, the diversity of drug targets and mechanisms by which diabetes drugs promote glucose control, and current rationale and lines of research leading to potential new treatments. Prerequisites: PMCOL 343 and 344 or consent of Department.",LECTURE B1 (43556),2023-01-05 - 2023-04-12 MWF 15:00 - 15:50 (ECHA 1-490),Patrick MacDonald
PMCOL 575 - Signal Transduction Systems as Pharmacological Targets,"Regulation of various aspects of cell regulation, including proliferation, differentiation, metabolism, survival, motility, and gene transcription, occur mainly via protein phosphorylation in a complex array of well-organized signal transduction pathways. This course will cover topics related to the pharmacological investigation of cellular transduction systems, the discovery of small molecules that alter cell signaling, and how pharmacological manipulation of these signaling pathways may be useful in the drug treatment of a diverse range of diseases, including metastatic, cardiovascular, inflammatory, immune, metabolic and neurodegenerative diseases. Prerequisites: Consent of Department.",LECTURE B1 (43532),2023-01-05 - 2023-04-12 MWF 11:00 - 11:50 (MS 9-32),Elena Posse de Chaves
POL S 101 - Introduction to Politics,An introduction to major political concepts and to the study of politics. Note: Not open to students with credit in POL S 100 or 103.,LECTURE B1 (45272) Download syllabus,2023-01-05 - 2023-04-12 MWF 10:00 - 10:50 (T BW-1),Greg Anderson
POL S 101 - Introduction to Politics,An introduction to major political concepts and to the study of politics. Note: Not open to students with credit in POL S 100 or 103.,LECTURE B2 (48534),2023-01-05 - 2023-04-12 TH 11:00 - 12:20 (BS M-145),Dion Blythe
POL S 211 - Introduction to History of Political Theory,"Explores how texts from the history of western political theory, from ancient Greece to the 20th century, help to deepen and diversify our understanding of themes like justice, freedom, equality, property, rights, and democracy. Not to be taken by students with credit in POL S 210. Prerequisite: POL S 101 or consent of Department.",LECTURE B1 (40892),2023-01-05 - 2023-04-12 MWF 12:00 - 12:50 (T 1-107),Ghada Ageel Hamdan
POL S 212 - Introduction to Contemporary Political Theory,"Explores how texts in contemporary western political theory help to deepen and diversify our understanding of current political themes like war, climate change, sex, work, or democratic reform. Not to be taken by students with credit in POL S 210. Prerequisite: POL S 101 or consent of Department.",LECTURE B1 (40893),2023-01-05 - 2023-04-12 MWF 12:00 - 12:50 (T 1-093),Catherine Kellogg
POL S 212 - Introduction to Contemporary Political Theory,"Explores how texts in contemporary western political theory help to deepen and diversify our understanding of current political themes like war, climate change, sex, work, or democratic reform. Not to be taken by students with credit in POL S 210. Prerequisite: POL S 101 or consent of Department.",LECTURE B2 (41269),2023-01-05 - 2023-04-12 TH 12:30 - 13:50 (T 1-107),Ghada Ageel Hamdan
POL S 224 - Canadian Government,Examines the constitutional and institutional foundations of Canadian government. Not to be taken by students with credit in POL S 220. Prerequisite: POL S 101 or consent of Department.,LECTURE B1 (46556),2023-01-05 - 2023-04-12 MWF 09:00 - 09:50 (T 1-105),Angelia Wagner
POL S 224 - Canadian Government,Examines the constitutional and institutional foundations of Canadian government. Not to be taken by students with credit in POL S 220. Prerequisite: POL S 101 or consent of Department.,LECTURE B2 (46557),2023-01-05 - 2023-04-12 TH 09:30 - 10:50 (CAB 281),Dion Blythe
POL S 225 - Canadian Politics,Examines the context and dynamics of Canadian politics. Not to be taken by students with credit in POL S 220. Prerequisite: POL S 101 or consent of Department.,LECTURE B1 (40948),2023-01-05 - 2023-04-12 MWF 10:00 - 10:50 (T 1-105),Angelia Wagner
POL S 225 - Canadian Politics,Examines the context and dynamics of Canadian politics. Not to be taken by students with credit in POL S 220. Prerequisite: POL S 101 or consent of Department.,LECTURE B2 (45493),2023-01-05 - 2023-04-12 TH 11:00 - 12:20 (T 1-005),Julián Castro-Rea
POL S 235 - Introduction to Comparative Politics,Examines the concepts and approaches used to compare political issues across countries and regions. Not to be taken by students with credit in POL S 230 or 240. Prerequisite: POL S 101 or consent of Department.,LECTURE B1 (40950),2023-01-05 - 2023-04-12 MWF 11:00 - 11:50 (T 1-093),Noureddin Zaamout
POL S 250 - The Politics of Gender,"An examination of gender, diversity and relations of power in political life. Prerequisite: POL S 101 or consent of Department.",LECTURE B1 (45469),2023-01-05 - 2023-04-12 TH 09:30 - 10:50 (T 3-65),Angelia Wagner
POL S 261 - International Relations,"An introduction to contemporary international relations that attempts to develop an understanding of political events at the international level. The course covers the nature of foreign policy, the dynamics of interactions between states, the causes of war, imperialism and the role of non-state actors. Not to be taken by students with credit in POL S 260. Prerequisite: POL S 101 or consent of Department.",LECTURE B2 (40949),2023-01-05 - 2023-04-12 TH 11:00 - 12:20 (T 1-090),Siobhan Byrne
POL S 298 - Topics in Political Science,"A variable content course, which may be repeated if topics vary. Prerequisite: POL S 101 or Department consent.",LECTURE B1 (47211),2023-01-05 - 2023-04-12 MWF 11:00 - 11:50 (T 1-107),Joshua St Pierre
POL S 305 - Contemporary Political Theory,"Focuses on struggles over citizenship, the self, and social justice through the work of theorists like Arendt, Beauvoir, Freud, Fanon, Foucault, Rawls, and Tully. Prerequisite: POL S 210 or 211 or 212 or consent of Department.",LECTURE B1 (46499) Download syllabus,2023-01-05 - 2023-04-12 W 09:30 - 12:20 (T 12-15),David J Kahane
POL S 329 - Global Indigenous Politics,"Indigenous political dynamics and realities at the global level. Particular attention to Indigenous-state relations under settlercolonialism, and current Indigenous issues and resistance. Prerequisite: Any 200-level course in POL S or NS or consent of Department.",LECTURE B1 (48545),2023-01-05 - 2023-04-12 TH 09:30 - 10:50 (T 1-119),Rachel George
POL S 351 - Topics in Gender and Politics,"A variable content course, which may be repeated if topics vary. Prerequisite: Any 200-level course in POL S or consent of Department.",LECTURE B1 (48546),2023-01-05 - 2023-04-12 MWF 13:00 - 13:50 (SAB 3-21),Luke Sandle
POL S 354 - Topics in Comparative Politics,"The focus of this course changes yearly to reflect current issues in comparative politics and faculty research interests. Information about the specific topics can be obtained from the Department. A variable content course, which may be repeated if topics vary. Prerequisite: One of POL S 235 (or 230 or 240) or Department consent.",LECTURE B1 (49524) Download syllabus,2023-01-05 - 2023-04-12 MWF 10:00 - 10:50 (T B-70),Ostap Kushnir
POL S 359 - Topics in International Politics,"This course examines contemporary controversies in international politics. Information about specific topics are available from the Department. A variable content course, which may be repeated if topics vary. Prerequisite: One of POL S 261 (or 260) or Department consent.",LECTURE B1 (40957) Download syllabus,2023-01-05 - 2023-04-12 TH 09:30 - 10:50 (T 1-125),Ehsan Kashfi
POL S 375 - Politics of East Asia,"A comprehensive introduction to East Asian politics in the postwar period, covering Greater China (Mainland, Taiwan and Hong Kong), Japan and the two Koreas. Prerequisite: One of POL S 235 (or 240), East Asian Studies Major/Minor or Department consent.",LECTURE B1 (48610),2023-01-05 - 2023-04-12 MWF 09:00 - 09:50 (T 1-090),Ashley Esarey
POL S 380 - Politics in the Middle East,"Evolution, future, and global significance of Middle Eastern regional politics. Prerequisite: One of POL S 235 (or 240) or Department consent.",LECTURE B1 (47476) Download syllabus,2023-01-05 - 2023-04-12 TH 09:30 - 10:50 (T 1-105),Mojtaba Mahdavi-Ardekani
POL S 399 - Third-Year Honors Seminar,Research design and research methods for Political Science Honors Students. Note: Restricted to Honors Students in Third Year or those with consent of Department.,SEMINAR B1 (45198),2023-01-05 - 2023-04-12 F 13:00 - 15:50 (HC 2-41),Rob Aitken
POL S 404 - Topics in Political Theory,"A variable content course, which may be repeated if topics vary. Prerequisite: One of POL S 211, 212 (or 210) or Department consent.",SEMINAR B1 (48548),2023-01-05 - 2023-04-12 W 09:00 - 11:50 (HC 2-38),Catherine Kellogg
POL S 404 - Topics in Political Theory,"A variable content course, which may be repeated if topics vary. Prerequisite: One of POL S 211, 212 (or 210) or Department consent.",SEMINAR B3 (48549),2023-01-05 - 2023-04-12 W 09:30 - 12:20 (T B-60),Joshua St Pierre
POL S 410 - Topics in Contemporary Political Theory,"A critical examination of contemporary trends in political philosophy. A variable content course, which may be repeated if topics vary. Prerequisite: One of POL S 211, 212 (or 210) or Department consent.",SEMINAR B1 (46503) Download syllabus,2023-01-05 - 2023-04-12 H 09:30 - 12:20 (T 12-15),David J Kahane
POL S 417 - Topics in Human Rights,A variable content course that may be repeated if topics vary. Prerequisite: Any 200-level course in POL S or Department consent.,SEMINAR B1 (49247),2023-01-05 - 2023-04-12 M 09:00 - 11:50 (T B-104),Ghada Ageel Hamdan
POL S 422 - Political Behaviour,"Key debates about the determinants and patterns of Canadian and comparative political behaviour, such as political knowledge and attitudes, electoral behavior, and political activism. Prerequisite: Any 200-level POL S course or Department consent.",SEMINAR B1 (48608) Download syllabus,2023-01-05 - 2023-04-12 T 12:30 - 15:20 (HC 2-26),Feodor Snagovsky
"POL S 425 - Ethnicity, Immigration and Social Policy","Social policy theories and practices designed to integrate ethnic minorities and immigrant communities, in Canada and globally. Prerequisite: POL S 235 or 261 or consent of Department.",SEMINAR B1 (46505),2023-01-05 - 2023-04-12 T 14:00 - 16:50 (HC 2-42),Veronica Fynn
POL S 436 - Topics in Indigenous Politics,"A variable content course, which may be repeated if topics vary. Prerequisite: One of POL S 327, POL S 329, POL S 331 or consent of Department",LECTURE B1 (48558),2023-01-05 - 2023-04-12 H 12:30 - 15:20 (T 12-15),Rachel George
POL S 445 - Topics in Globalization and Governance,"A variable content course, which may be repeated if topics vary. Prerequisite: One of POL S 235, 261 (or 230, 240, or 260) or Department consent.",SEMINAR B1 (46506),2023-01-05 - 2023-04-12 W 09:00 - 11:50 (T B-65),Siobhan Byrne
POL S 445 - Topics in Globalization and Governance,"A variable content course, which may be repeated if topics vary. Prerequisite: One of POL S 235, 261 (or 230, 240, or 260) or Department consent.",SEMINAR B2 (48560),2023-01-05 - 2023-04-12 W 13:00 - 15:50 (T 10-04),Julián Castro-Rea
POL S 448 - Gender Politics and Mass Media,Ways in which mass media socially construct and politicize gender. Prerequisite: Any 200-level POL S or WGS.,SEMINAR B1 (46507) Download syllabus,2023-01-05 - 2023-04-12 T 12:30 - 15:20 (HC 2-21),Linda Trimble
POL S 458 - United States Foreign Policy,The contemporary foreign policies of the United States and their causes. Prerequisite: One of POL S 261 (or 260) or Department consent.,SEMINAR B1 (45613) Download syllabus,2023-01-05 - 2023-04-12 M 13:00 - 15:50 (T B-65),Greg Anderson
"POL S 477 - Islam, Modernity, and Democracy","Political ideas and practice in Islamic countries, including historical and contemporary constructions of Islam. Prerequisite: Any 200-level course in POL S or Department consent.",LECTURE B1 (46515) Download syllabus,2023-01-05 - 2023-04-12 W 12:30 - 15:20 (T B-65),Mojtaba Mahdavi-Ardekani
POL S 499B - Honors Essay: Fourth-Year Honors Political Science,"Preparation of the Honors Essay, required in the fourth year of the Honors program. Prerequisite: POL S 399.",SEMINAR C1 (45039) Download syllabus,2023-01-05 - 2023-04-12 F 13:00 - 15:50 (Location TBD),Greg Anderson
POL S 514 - Contemporary Political Theory,,SEMINAR B1 (47177) Download syllabus,2023-01-05 - 2023-04-12 H 09:30 - 12:20 (T 12-15),David J Kahane
POL S 514 - Contemporary Political Theory,,SEMINAR B2 (48550),2023-01-05 - 2023-04-12 W 09:00 - 11:50 (HC 2-38),Catherine Kellogg
POL S 515 - Topics in Political Theory,,SEMINAR B1 (46510),2023-01-05 - 2023-04-12 W 09:30 - 12:20 (T B-60),Joshua St Pierre
"POL S 525 - Ethnicity, Immigration and Social Policy","Social policy theories and practices designed to integrate ethnic minorities and immigrant communities, in Canada and globally.",SEMINAR B1 (46511),2023-01-05 - 2023-04-12 T 14:00 - 16:50 (HC 2-42),Veronica Fynn
"POL S 532 - Indigenous Engagement, Governance, and Policy","The study and practice of public policy by, and as it relates to, Indigenous peoples.",SEMINAR B2 (49191),2023-01-05 - 2023-04-12 F 14:00 - 16:50 (T 12-15),Matthew Wildcat
POL S 536 - Topics in Indigenous Politics,"A variable content course, which may be repeated if topics vary.",SEMINAR B1 (48559),2023-01-05 - 2023-04-12 H 12:30 - 15:20 (T 12-15),Rachel George
POL S 540 - Topics in Public Policy,,SEMINAR B1 (48561),2023-01-05 - 2023-04-12 W 13:00 - 15:50 (T 10-04),Julián Castro-Rea
POL S 553 - Political Behaviour,"Key debates about the determinants and patterns of Canadian and comparative political behaviour, such as political knowledge and attitudes, electoral behavior, and political activism.",SEMINAR B1 (49417) Download syllabus,2023-01-05 - 2023-04-12 T 12:30 - 15:20 (HC 2-26),Feodor Snagovsky
POL S 558 - Gender Politics and Mass Media,Ways in which mass media socially construct and politicize gender. Prerequisite: Any 200-level POL S or WGS.,SEMINAR B1 (48612) Download syllabus,2023-01-05 - 2023-04-12 T 12:30 - 15:20 (HC 2-21),Linda Trimble
POL S 565 - Topics in Foreign Policy Analysis,Current approaches to the study of foreign policy that focuses the explanations upon factors within the state.,SEMINAR B1 (45614) Download syllabus,2023-01-05 - 2023-04-12 M 13:00 - 15:50 (T B-65),Greg Anderson
"POL S 577 - Islam, Modernity, and Democracy","Political ideas and practice in Islamic countries, including historical and contemporary constructions of Islam.",SEMINAR B1 (47139) Download syllabus,2023-01-05 - 2023-04-12 W 12:30 - 15:20 (T B-65),Mojtaba Mahdavi-Ardekani
POL S 600 - Theories and Methods of Comparative Politics,Traditional and critical perspectives.,SEMINAR B1 (49229),2023-01-05 - 2023-04-12 F 09:00 - 11:50 (Location TBD),
POL S 600 - Theories and Methods of Comparative Politics,Traditional and critical perspectives.,SEMINAR B2 (49240),No scheduled class times,
POL S 610 - Political Theory,A review of major thinkers and themes. Core course for PhD students preparing comprehensive exams in political theory.,SEMINAR B1 (41902),2023-01-05 - 2023-04-12 F 13:00 - 15:50 (T B-100),
POL S 610 - Political Theory,A review of major thinkers and themes. Core course for PhD students preparing comprehensive exams in political theory.,SEMINAR B2 (49241),No scheduled class times,
POL S 621 - Canadian Government and Politics,"The advanced study of politics, government and political science in Canada.",SEMINAR B1 (49230),2023-01-05 - 2023-04-12 M 09:00 - 11:50 (Location TBD),Jared Wesley
POL S 621 - Canadian Government and Politics,"The advanced study of politics, government and political science in Canada.",SEMINAR B2 (49242),No scheduled class times,
POL S 660 - Theories of International Politics I,A review and critique of the traditional theories of international politics and their contemporary challenges.,SEMINAR B1 (49231),2023-01-05 - 2023-04-12 M 13:00 - 15:50 (Location TBD),
POL S 660 - Theories of International Politics I,A review and critique of the traditional theories of international politics and their contemporary challenges.,SEMINAR B2 (49243),No scheduled class times,
POL S 690 - Gender and Politics,"A survey of various theoretical perspectives on gender, ranging from liberal to postmodern, as well as issues and debates in gender research. Also addressed are questions of difference, identity, and conflict arising from, among others, race, class, sexuality, and north-south relations.",SEMINAR B1 (49232),2023-01-05 - 2023-04-12 T 09:00 - 11:50 (Location TBD),
POL S 690 - Gender and Politics,"A survey of various theoretical perspectives on gender, ranging from liberal to postmodern, as well as issues and debates in gender research. Also addressed are questions of difference, identity, and conflict arising from, among others, race, class, sexuality, and north-south relations.",SEMINAR B2 (49244),No scheduled class times,
POLSH 112 - Beginners' Polish II,"Prerequisite: POLSH 111 or consent of Department. Note: not to be taken by students with native or near native proficiency, or with Polish 30 or its equivalents in Canada and other countries.",LECTURE B1 (46944),2023-01-05 - 2023-04-12 MWF 12:00 - 12:50 (T B-105),Waclaw Osadnik
POLSH 112 - Beginners' Polish II,"Prerequisite: POLSH 111 or consent of Department. Note: not to be taken by students with native or near native proficiency, or with Polish 30 or its equivalents in Canada and other countries.",LAB H1 (46945),No scheduled class times,
POLSH 212 - Second-Year Polish II,"A continuation of POLSH 211, with greater emphasis on reading and composition. Prerequisite: POLSH 211. Note: not to be taken by students with credit in POLSH 202.",LECTURE B1 (48474),2023-01-05 - 2023-04-12 MWF 13:00 - 13:50 (T B-105),Waclaw Osadnik
PSSTC 121 - Satisfaire aux besoins complexes,"Ce cours s'appuie sur les compétences et concepts fondamentaux introduits dans les cours précédents et présente également de nouvelles compétences aux participants. Les participants auront la possibilité d'acquérir les connaissances et compétences avancées nécessaires telles que des exercices d'amplitude de mouvement actifs et passifs, le soin des plaies, l'alimentation par intubation, les soins à base de cathéter, les soins de stomie, le prélèvement d'échantillons et les soins respiratoires. De plus, une mesure précise des signes vitaux est démontrée, pratiquée et évaluée. Ce cours permettra aussi aux participants à fournir des médicaments en toute sécurité dans un cadre de respect des rôles et responsabilités juridiques des aides-soignants tels que stipulés par la province. Ce cours est inclus dans les normes provinciales liées à la préparation à l'emploi des aides-soignants. Préalables : PSSTC 100, 101, 110 et 120. Note: Les étudiants doivent obtenir une note de passage d'au moins B- afin de pouvoir continuer dans le programme.",LECTURE B1 (46338),2023-01-05 - 2023-01-25 MW 08:30 - 13:20 (CSJ MCM 1-64),Magon Sigue
PSSTC 121 - Satisfaire aux besoins complexes,"Ce cours s'appuie sur les compétences et concepts fondamentaux introduits dans les cours précédents et présente également de nouvelles compétences aux participants. Les participants auront la possibilité d'acquérir les connaissances et compétences avancées nécessaires telles que des exercices d'amplitude de mouvement actifs et passifs, le soin des plaies, l'alimentation par intubation, les soins à base de cathéter, les soins de stomie, le prélèvement d'échantillons et les soins respiratoires. De plus, une mesure précise des signes vitaux est démontrée, pratiquée et évaluée. Ce cours permettra aussi aux participants à fournir des médicaments en toute sécurité dans un cadre de respect des rôles et responsabilités juridiques des aides-soignants tels que stipulés par la province. Ce cours est inclus dans les normes provinciales liées à la préparation à l'emploi des aides-soignants. Préalables : PSSTC 100, 101, 110 et 120. Note: Les étudiants doivent obtenir une note de passage d'au moins B- afin de pouvoir continuer dans le programme.",LAB H1 (46339),2023-01-05 - 2023-01-25 THF 08:30 - 13:20 (CSJ MCM 1-64),Magon Sigue
PSSTC 122 - Activités spéciales pour clients ayant divers problèmes de santé,"La section complète sur les besoins de soins et de confort des clients ayant reçu un diagnostic de démence est un élément fondamental de ce cours. Les participants apprendront des stratégies pour répondre aux besoins particuliers de clients variés ayant reçu un diagnostic de maladie mentale et des clients affectés d'une déficience de développement ou d'une déficience physique. Les aides-soignants employés par les agences de soins à domicile peuvent prodiguer des soins aux nourrissons et aux enfants, ainsi que répondre aux besoins de clients vivant avec une maladie limitant l'espérance de vie et qui pourraient bénéficier de soins palliatifs et de fin de vie. Ce cours fournit les informations et les compétences nécessaires pour de telles assignations en soins de santé. Préalables : PSSTC 100, 101, 110, 120, 121 et 150. Note: Les étudiants doivent obtenir une note de passage d'au moins B- afin de pouvoir continuer dans le programme.",LECTURE B1 (42120),2023-01-30 - 2023-02-17 MTH 08:30 - 13:20 (CSJ MCM 1-64),Magon Sigue
PSSTC 122 - Activités spéciales pour clients ayant divers problèmes de santé,"La section complète sur les besoins de soins et de confort des clients ayant reçu un diagnostic de démence est un élément fondamental de ce cours. Les participants apprendront des stratégies pour répondre aux besoins particuliers de clients variés ayant reçu un diagnostic de maladie mentale et des clients affectés d'une déficience de développement ou d'une déficience physique. Les aides-soignants employés par les agences de soins à domicile peuvent prodiguer des soins aux nourrissons et aux enfants, ainsi que répondre aux besoins de clients vivant avec une maladie limitant l'espérance de vie et qui pourraient bénéficier de soins palliatifs et de fin de vie. Ce cours fournit les informations et les compétences nécessaires pour de telles assignations en soins de santé. Préalables : PSSTC 100, 101, 110, 120, 121 et 150. Note: Les étudiants doivent obtenir une note de passage d'au moins B- afin de pouvoir continuer dans le programme.",LAB H1 (42121),2023-01-30 - 2023-02-17 WF 08:30 - 13:20 (CSJ MCM 1-64),Magon Sigue
PSSTC 151 - Stage clinique intégré  II,"Sous la direction d'un professionnel de la santé dument accrédité, les participants travailleront dans un milieu de soins de santé tel qu'un centre de soins de longue durée ou de soins intensifs, pour y offrir des soins et un soutien axés sur la personne pour les clients et leurs familles. Préalables : PSSTC 100, 101, 110, 120, 121, 122 et 150.",CLINICAL 850 (42118),2023-02-27 - 2023-03-28 MTWHF 07:00 - 15:00 (Location TBD),Rachel Meunier
PSSTC 160 - Stage clinique intégré III,"Sous la direction d'un professionnel de la santé dument accrédité et jumelé à un prestataire de soins de santé non règlementé, les participants travailleront dans un milieu de soins de santé tel qu'un centre de soins de longue durée ou de soins intensifs, pour y offrir des soins et un soutien axés sur la personne pour les clients et leurs familles. Préalables : PSSTC 100, 101, 110, 120, 121, 122, 150 et 151.",CLINICAL 850 (42119),2023-04-03 - 2023-04-18 MTWHF 07:00 - 15:00 (Location TBD),Magon Sigue
PSYCE 105 - Comportement social et individuel,"Introduction à l'étude de l'individualité humaine, de la personnalité et des processus sociaux. Le cours peut inclure l'étude de quelques aspects du développement humain normal et anormal, du jugement et du traitement psychologiques. Préalable(s): PSYCE 104 ou SCI 100. Peut comprendre des sections Alternative Delivery; veuillez consulter la page Fees Payment Guide dans la section University Regulations de l'annuaire.",LECTURE B1 (43878),2023-01-05 - 2023-04-12 TH 08:30 - 09:50 (CSJ MCM 1-01),Helene Flamand
PSYCE 105 - Comportement social et individuel,"Introduction à l'étude de l'individualité humaine, de la personnalité et des processus sociaux. Le cours peut inclure l'étude de quelques aspects du développement humain normal et anormal, du jugement et du traitement psychologiques. Préalable(s): PSYCE 104 ou SCI 100. Peut comprendre des sections Alternative Delivery; veuillez consulter la page Fees Payment Guide dans la section University Regulations de l'annuaire.",LAB H1 (43879),No scheduled class times,Helene Flamand
PSYCE 106 - Principes psychologiques pour les infirmières,"Principes et processus psychologiques pertinents aux sciences infirmières incluant les devis et l'analyse de la recherche, le développement au cours de la vie, les processus cognitifs et de mémoire, les processus socio-psychologiques, la personnalité, les troubles psychologiques et leur traitement. Note(s): (1) La priorité sera accordée aux étudiants du BScInf (bilingue). (2) Ce cours n'est pas accessible aux étudiants ayant ou postulant des crédits pour PSYCE 104, 105; PSYCH 104, 105 ou 106; SCI 100.",LECTURE B1 (43890),2023-01-05 - 2023-04-12 MWF 10:30 - 11:20 (CSJ MCM 3-22),Nisrine Mokri
PSYCE 239 - Psychopathologie,"Introduction générale à l'historique, à la classification, au diagnostic etau traitement des troubles psychopathologiques.Préalable(s): PSYCE 104 ou SCI 100 et PSYCE 105. Note: Ce cours n'est pas accessible aux étudiants ayantou postulantdes crédits pour PSYCE 339.",LECTURE B1 (41966),2023-01-05 - 2023-04-12 TH 11:30 - 12:50 (CSJ MCM 3-18),Nisrine Mokri
PSYCE 305 - Sujets spéciaux en psychologie,"Étude et discussion de sujets spéciaux ou méthodes dans un ou plusieurs domaines de la psychologie contemporaine, tels que la psychologie sociale, cognitive, du développement et de la personnalité. Préalable(s) : PSYCE ou PSYCH 104 ou SCI 100 et PSYCE ou PSYCH 105. Note : Les sujets et les préalables additionnels requis (s'il y a lieu) sont annoncés avant la période d'inscription.",LECTURE B1 (48956),2023-01-05 - 2023-04-12 TH 13:00 - 14:20 (CSJ MCM 3-18),Kristan Marchak
PSYCE 327 - Développement de l'adolescent,"Aspects biologiques, cognitifs et sociaux du développement qui prennent place lors de la période du début jusqu'à la fin de l'adolescence. Préalable(s) : PSYCE 223 ou équivalent. Note: Ce cours n'est pas accessible aux étudiants ayant ou postulant des crédits pour PSYCH 327.",LECTURE 850 (49383) ONLINE,2023-01-05 - 2023-04-12 MWF 08:30 - 09:20,Helene Flamand
PSYCE 327 - Développement de l'adolescent,"Aspects biologiques, cognitifs et sociaux du développement qui prennent place lors de la période du début jusqu'à la fin de l'adolescence. Préalable(s) : PSYCE 223 ou équivalent. Note: Ce cours n'est pas accessible aux étudiants ayant ou postulant des crédits pour PSYCH 327.",LECTURE B1 (41912),2023-01-05 - 2023-04-12 TH 11:30 - 12:50 (CSJ MCM 3-22),Helene Flamand
PSYCE 498 - Étude personnelle II,Cours destiné à permettre aux étudiants au niveau du baccalauréat d'approfondir personnellement un sujet de leur choix. Sous forme de bibliographie dirigée ou de travaux de laboratoire. Préalable(s): *3 de niveau 300 en psychologie et l'approbation du Vice-doyen aux affaires académiques.,LECTURE B1 (46161),No scheduled class times,Kristan Marchak
PSYCH 104 - Basic Psychological Processes,"Principles and development of perception, motivation, learning, and thinking and their relationship to the psychological functioning of the individual. Fulfillment of the 1/4 laboratory credit typically entails serving as a research participant, but can be fulfilled through the completion of alternative assignments. Note: PSYCH 104 is not a prerequisite for PSYCH 105. PSYCH 104 and 105 can be taken in either term, but not in the same term. [Faculty of Science]",LECTURE 850 (48799) ONLINE,2023-01-05 - 2023-04-12 W 17:30 - 20:30,Erin Scully
PSYCH 104 - Basic Psychological Processes,"Principles and development of perception, motivation, learning, and thinking and their relationship to the psychological functioning of the individual. Fulfillment of the 1/4 laboratory credit typically entails serving as a research participant, but can be fulfilled through the completion of alternative assignments. Note: PSYCH 104 is not a prerequisite for PSYCH 105. PSYCH 104 and 105 can be taken in either term, but not in the same term. [Faculty of Science]",LECTURE B1 (44221),2023-01-05 - 2023-04-12 MWF 10:00 - 10:50 (CCIS 1-430),James Farley
PSYCH 104 - Basic Psychological Processes,"Principles and development of perception, motivation, learning, and thinking and their relationship to the psychological functioning of the individual. Fulfillment of the 1/4 laboratory credit typically entails serving as a research participant, but can be fulfilled through the completion of alternative assignments. Note: PSYCH 104 is not a prerequisite for PSYCH 105. PSYCH 104 and 105 can be taken in either term, but not in the same term. [Faculty of Science]",LECTURE B2 (48565),2023-01-05 - 2023-04-12 MWF 13:00 - 13:50 (ETLC E1-001),Jeffrey Pisklak
PSYCH 104 - Basic Psychological Processes,"Principles and development of perception, motivation, learning, and thinking and their relationship to the psychological functioning of the individual. Fulfillment of the 1/4 laboratory credit typically entails serving as a research participant, but can be fulfilled through the completion of alternative assignments. Note: PSYCH 104 is not a prerequisite for PSYCH 105. PSYCH 104 and 105 can be taken in either term, but not in the same term. [Faculty of Science]",LECTURE B3 (45555),2023-01-05 - 2023-04-12 MWF 14:00 - 14:50 (CCIS 1-440),Yvonne Wong
PSYCH 104 - Basic Psychological Processes,"Principles and development of perception, motivation, learning, and thinking and their relationship to the psychological functioning of the individual. Fulfillment of the 1/4 laboratory credit typically entails serving as a research participant, but can be fulfilled through the completion of alternative assignments. Note: PSYCH 104 is not a prerequisite for PSYCH 105. PSYCH 104 and 105 can be taken in either term, but not in the same term. [Faculty of Science]",LECTURE B4 (45556),2023-01-05 - 2023-04-12 TH 11:00 - 12:20 (CCIS 1-440),Kina Montenegro
PSYCH 104 - Basic Psychological Processes,"Principles and development of perception, motivation, learning, and thinking and their relationship to the psychological functioning of the individual. Fulfillment of the 1/4 laboratory credit typically entails serving as a research participant, but can be fulfilled through the completion of alternative assignments. Note: PSYCH 104 is not a prerequisite for PSYCH 105. PSYCH 104 and 105 can be taken in either term, but not in the same term. [Faculty of Science]",LAB 851 (48800) ONLINE,No scheduled class times,
